//MORNING	06:00 - 10:00//
///////////////////////////
    75       50       08       00          60           20 cars HORSE_ASB 50 COACH_ASB_SMALL 15 COACH_ASB_RUGGED 35
   100       50       08       00          60           20 cars HORSE_ASB 50 COACH_ASB_SMALL 15 COACH_ASB_RUGGED 35
///////////////////////////
//DAY		10:00 - 20:00//
///////////////////////////
   100       50       08       00          60           20 cars HORSE_ASB 50 COACH_ASB_SMALL 15 COACH_ASB_RUGGED 35
   100       50       08       00          60           20 cars HORSE_ASB 50 COACH_ASB_SMALL 15 COACH_ASB_RUGGED 35
   100       50       08       00          60           20 cars HORSE_ASB 50 COACH_ASB_SMALL 15 COACH_ASB_RUGGED 35
   100       50       08       00          60           20 cars HORSE_ASB 50 COACH_ASB_SMALL 15 COACH_ASB_RUGGED 35
    75       50       05       00          60           20 cars HORSE_ASB 50 COACH_ASB_SMALL 15 COACH_ASB_RUGGED 35
///////////////////////////
//NIGHT		20:00 - 00:00//
///////////////////////////
    75       50       05       00          60           20 cars HORSE_ASB 70 COACH_ASB_RUGGED 30
    50       50       05       00          60           20 cars HORSE_ASB 70 COACH_ASB_RUGGED 30
END_POP_SCHEDULE
////////////////////////////////////////////////////////////////////////////////////

POP_SCHEDULE:
////////////CHO///
TRAFFIC_ARMADILLO_MAIN_SCHEDULE
// Weekday
//
// #MaxCars #Spacing #prkdcrs #lowprkdcrs #MaxScenVehs #MaxPreAssignedParked
///////////////////////////
//EARLY 	00:00 - 06:00//
///////////////////////////
    00       00       05       00          20           00 cars HORSE_ARM 90 COACH_ARM_RUGGED 10
    00       00       05       00          20           00 cars HORSE_ARM 90 COACH_ARM_RUGGED 10
    35       35       05       00          20           00 cars HORSE_ARM 90 COACH_ARM_RUGGED 10
///////////////////////////
//MORNING	06:00 - 10:00//
///////////////////////////
    50       50       05       00          20           00 cars HORSE_ARM 70 COACH_ARM_SMALL 10 COACH_ARM_RUGGED 10 COACH_WARM_TRAVELLER 10
    50       50       05       00          20           00 cars HORSE_ARM 70 COACH_ARM_SMALL 10 COACH_ARM_RUGGED 10 COACH_WARM_TRAVELLER 10
///////////////////////////
//DAY		10:00 - 18:00//
///////////////////////////
    50       50       05       00          20           00 cars HORSE_ARM 70 COACH_ARM_SMALL 10 COACH_ARM_RUGGED 10 COACH_WARM_TRAVELLER 10
    50       50       05       00          20           00 cars HORSE_ARM 70 COACH_ARM_SMALL 10 COACH_ARM_RUGGED 10 COACH_WARM_TRAVELLER 10
    50       50       05       00          20           00 cars HORSE_ARM 70 COACH_ARM_SMALL 10 COACH_ARM_RUGGED 10 COACH_WARM_TRAVELLER 10
    50       50       05       00          20           00 cars HORSE_ARM 70 COACH_ARM_SMALL 10 COACH_ARM_RUGGED 10 COACH_WARM_TRAVELLER 10
///////////////////////////
//NIGHT		18:00 - 00:00//
///////////////////////////
    50       50       05       00          20           00 cars HORSE_ARM 90 COACH_ARM_RUGGED 10
    50       50       05       00          20           00 cars HORSE_ARM 90 COACH_ARM_RUGGED 10
    35       35       05       00          20           00 cars HORSE_ARM 90 COACH_ARM_RUGGED 10
END_POP_SCHEDULE
////////////////////////////////////////////////////////////////////////////////////

POP_SCHEDULE:
////////////CHO///
TRAFFIC_ARMADILLO_MAIN_SCHEDULE_MP
// Weekday
//
// #MaxCars #Spacing #prkdcrs #lowprkdcrs #MaxScenVehs #MaxPreAssignedParked
///////////////////////////
//EARLY 	00:00 - 06:00//
///////////////////////////
    00       00       05       00          20           00 cars HORSE_ARM_MP 90 COACH_ARM_RUGGED 10
    00       00       05       00          20           00 cars HORSE_ARM_MP 90 COACH_ARM_RUGGED 10
    35       35       05       00          20           00 cars HORSE_ARM_MP 90 COACH_ARM_RUGGED 10
///////////////////////////
//MORNING	06:00 - 10:00//
///////////////////////////
    50       50       05       00          20           00 cars HORSE_ARM_MP 70 COACH_ARM_SMALL 10 COACH_ARM_RUGGED 10 COACH_WARM_TRAVELLER 10
    50       75       05       00          20           00 cars HORSE_ARM_MP 70 COACH_ARM_SMALL 10 COACH_ARM_RUGGED 10 COACH_WARM_TRAVELLER 10
///////////////////////////
//DAY		10:00 - 18:00//
///////////////////////////
    50       75       05       00          20           00 cars HORSE_ARM_MP 70 COACH_ARM_SMALL 10 COACH_ARM_RUGGED 10 COACH_WARM_TRAVELLER 10
    50       75       05       00          20           00 cars HORSE_ARM_MP 70 COACH_ARM_SMALL 10 COACH_ARM_RUGGED 10 COACH_WARM_TRAVELLER 10
    50       75       05       00          20           00 cars HORSE_ARM_MP 70 COACH_ARM_SMALL 10 COACH_ARM_RUGGED 10 COACH_WARM_TRAVELLER 10
    50       75       05       00          20           00 cars HORSE_ARM_MP 70 COACH_ARM_SMALL 10 COACH_ARM_RUGGED 10 COACH_WARM_TRAVELLER 10
///////////////////////////
//NIGHT		18:00 - 00:00//
///////////////////////////
    50       50       05       00          20           00 cars HORSE_ARM_MP 90 COACH_ARM_RUGGED 10
    50       50       05       00          20           00 cars HORSE_ARM_MP 90 COACH_ARM_RUGGED 10
    35       35       05       00          20           00 cars HORSE_ARM_MP 90 COACH_ARM_RUGGED 10
END_POP_SCHEDULE
////////////////////////////////////////////////////////////////////////////////////

POP_SCHEDULE:
////////////GRT//////
TRAFFIC_BLACKWATER_MAIN_SCHEDULE
// Weekday
//
// #MaxCars #Spacing #prkdcrs #lowprkdcrs #MaxScenVehs #MaxPreAssignedParked
///////////////////////////
//EARLY 	00:00 - 06:00//
//////////////////////////////
//00-06///
    20      25        15       00          20            10 cars HORSE_BLA_AVERAGE 30 COACH_BLA_PASSENGER 70
    20      25        15       00          20            10 cars HORSE_BLA_AVERAGE 30 COACH_BLA_PASSENGER 70
    40      25        15       00          20            10 cars HORSE_BLA_AVERAGE 30 COACH_BLA_PASSENGER 70
///////////////////////////
//MORNING	06:00 - 10:00//
///////////////////////////
    75      50        15       00          20            10 cars HORSE_BLA_AVERAGE 45 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 20 COACH_BLA_PASSENGER 15
   100      75        15       00          20            10 cars HORSE_BLA_AVERAGE 45 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 20 COACH_BLA_PASSENGER 15
///////////////////////////
//DAY		10:00 - 18:00//
///////////////////////////
   100      100        15       00          20           10 cars HORSE_BLA_AVERAGE 45 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 20 COACH_BLA_PASSENGER 15
   100      100        15       00          20           10 cars HORSE_BLA_AVERAGE 45 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 20 COACH_BLA_PASSENGER 15
   100      100        15       00          20           10 cars HORSE_BLA_AVERAGE 45 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 20 COACH_BLA_PASSENGER 15
   100      100        15       00          20           10 cars HORSE_BLA_AVERAGE 45 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 20 COACH_BLA_PASSENGER 15
///////////////////////////
//NIGHT		18:00 - 00:00//
///////////////////////////
   100      75        15       00          20            10 cars HORSE_BLA_AVERAGE 50 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 15 COACH_BLA_PASSENGER 15
    75      50        15       00          20            10 cars HORSE_BLA_AVERAGE 30 COACH_BLA_PASSENGER 70
    40      25        15       00          20            10 cars HORSE_BLA_AVERAGE 30 COACH_BLA_PASSENGER 70
// Weekend
END_POP_SCHEDULE
////////////////////////////////////////////////////////////////////////////////////

POP_SCHEDULE:
////////////GRT//////
TRAFFIC_BLACKWATER_MAIN_SCHEDULE_MP
// Weekday
//
// #MaxCars #Spacing #prkdcrs #lowprkdcrs #MaxScenVehs #MaxPreAssignedParked
///////////////////////////
//EARLY 	00:00 - 06:00//
//////////////////////////////
//00-06///
    20      25        15       00          20            10 cars HORSE_BLA_AVERAGE 30 COACH_BLA_PASSENGER 70
    20      25        15       00          20            10 cars HORSE_BLA_AVERAGE 30 COACH_BLA_PASSENGER 70
    40      25        15       00          20            10 cars HORSE_BLA_AVERAGE 30 COACH_BLA_PASSENGER 70
///////////////////////////
//MORNING	06:00 - 10:00//
///////////////////////////
    75      50        15       00          20            10 cars HORSE_BLA_AVERAGE 50 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 15 COACH_BLA_PASSENGER 15
   100      75        15       00          20            10 cars HORSE_BLA_AVERAGE 50 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 15 COACH_BLA_PASSENGER 15
///////////////////////////
//DAY		10:00 - 18:00//
///////////////////////////
   100      100        15       00          20           10 cars HORSE_BLA_AVERAGE 50 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 15 COACH_BLA_PASSENGER 15
   100      100        15       00          20           10 cars HORSE_BLA_AVERAGE 50 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 15 COACH_BLA_PASSENGER 15
   100      100        15       00          20           10 cars HORSE_BLA_AVERAGE 50 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 15 COACH_BLA_PASSENGER 15
   100      100        15       00          20           10 cars HORSE_BLA_AVERAGE 50 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 15 COACH_BLA_PASSENGER 15
///////////////////////////
//NIGHT		18:00 - 00:00//
///////////////////////////
   100      75        15       00          20            10 cars HORSE_BLA_AVERAGE 50 COACH_BLA_SMALL 10 COACH_BLA_SMALL_POSH 10 COACH_BLA_RUGGED 15 COACH_BLA_PASSENGER 15
    75      50        15       00          20            10 cars HORSE_BLA_AVERAGE 30 COACH_BLA_PASSENGER 70
    40      25        15       00          20            10 cars HORSE_BLA_AVERAGE 30 COACH_BLA_PASSENGER 70
// Weekend
END_POP_SCHEDULE
////////////////////////////////////////////////////////////////////////////////////

POP_SCHEDULE:
////////////ROA///
TRAFFIC_BUTCHER_MAIN_SCHEDULE
// Weekday
//
// #MaxCars #Spacing #prkdcrs #lowprkdcrs #MaxScenVehs #MaxPreAssignedParked
///////////////////////////
//EARLY 	00:00 - 06:00//
///////////////////////////
    00       00       05       00          20           00 cars HORSE_ROA 70 HORSE_ROA_UNI 20 COACH_ROA_RUGGED 10
    00       00       05       00          20           00 cars HORSE_ROA 70 HORSE_ROA_UNI 20 COACH_ROA_RUGGED 10
    08       40       05       00          20           00 cars HORSE_ROA 70 HORSE_ROA_UNI 20 COACH_ROA_RUGGED 10
///////////////////////////
//MORNING	06:00 - 10:00//
///////////////////////////
    16       60       05       00          20           00 cars HORSE_ROA 50 HORSE_ROA_UNI 20 COACH_ROA_SMALL 15 COACH_ROA_RUGGED 15
    16       75       05       00          20           00 cars HORSE_ROA 50 HORSE_ROA_UNI 20 COACH_ROA_SMALL 15 COACH_ROA_RUGGED 15
///////////////////////////
//DAY		10:00 - 20:00//
///////////////////////////
    25      100       05       00          20           00 cars HORSE_ROA 50 HORSE_ROA_UNI 20 COACH_ROA_SMALL 15 COACH_ROA_RUGGED 15
    25      100       05       00          20           00 cars HORSE_ROA 50 HORSE_ROA_UNI 20 COACH_ROA_SMALL 15 COACH_ROA_RUGGED 15
    25      100       05       00          20           00 cars HORSE_ROA 50 HORSE_ROA_UNI 20 COACH_ROA_SMALL 15 COACH_ROA_RUGGED 15
    25      100       05       00          20           00 cars HORSE_ROA 50 HORSE_ROA_UNI 20 COACH_ROA_SMALL 15 COACH_ROA_RUGGED 15
    25      100       05       00          20           00 cars HORSE_ROA 70 HORSE_ROA_UNI 20 COACH_ROA_RUGGED 10
///////////////////////////
//NIGHT		20:00 - 00:00//
///////////////////////////
    16       60       05       00          20           00 cars HORSE_ROA 70 HORSE_ROA_UNI 20 COACH_ROA_RUGGED 10
    08       40       05       00          20           00 cars HORSE_ROA 70 HORSE_ROA_UNI 20 COACH_ROA_RUGGED 10
END_POP_SCHEDULE
////////////////////////////////////////////////////////////////////////////////////

POP_SCHEDULE:
////////////ROA///
TRAFFIC_BUTCHER_MAIN_SCHEDULE_MP
// Weekday
//
// #MaxCars #Spacing #prkdcrs #lowprkdcrs #MaxScenVehs #MaxPreAssignedParked
///////////////////////////
//EARLY 	00:00 - 06:00//
///////////////////////////
    00       00       05       00          20           00 cars HORSE_ROA_MP 70 HORSE_ROA_MP_UNI 20 COACH_ROA_RUGGED 10
    00       00       05       00          20           00 cars HORSE_ROA_MP 70 HORSE_ROA_MP_UNI 20 COACH_ROA_RUGGED 10
    08       40       05       00          20           00 cars HORSE_ROA_MP 70 HORSE_ROA_MP_UNI 20 COACH_ROA_RUGGED 10
///////////////////////////
//MORNING	06:00 - 10:00//
///////////////////////////
    16       60       05       00          20           00 cars HORSE_ROA_MP 50 HORSE_ROA_MP_UNI 20 COACH_ROA_SMALL 15 COACH_ROA_RUGGED 15
    16       75       05       00          20           00 cars HORSE_ROA_MP 50 HORSE_ROA_MP_UNI 20 COACH_ROA_SMALL 15 COACH_ROA_RUGGED 15
///////////////////////////
//DAY		10:00 - 20:00//
///////////////////////////
    25      100       05       00          20           00 cars HORSE_ROA_MP 50 HORSE_ROA_MP_UNI 20 COACH_ROA_SMALL 15 COACH_ROA_RUGGED 15
    25      100       05       00          20           00 cars HORSE_ROA_MP 50 HORSE_ROA_MP_UNI 20 COACH_ROA_SMALL 15 COACH_ROA_RUGGED 15
    25      100       05       00          20           00 cars HORSE_ROA_MP 50 HORSE_ROA_MP_UNI 20 COACH_ROA_SMALL 15 COACH_ROA_RUGGED 15
    25      100       05       00          20           00 cars HORSE_ROA_MP 50 HORSE_ROA_MP_UNI 20 COACH_ROA_SMALL 15 COACH_ROA_RUGGED 15
    25      100       05       00          20           00 cars HORSE_ROA_MP 70 HORSE_ROA_MP_UNI 20 COACH_ROA_RUGGED 10
///////////////////////////
//NIGHT		20:00 - 00:00//
///////////////////////////
    16       60       05       00          20           00 cars HORSE_ROA_MP 70 HORSE_ROA_MP_UNI 20 COACH_ROA_RUGGED 10
    08       40       05       00          20           00 cars HORSE_ROA_MP 70 HORSE_ROA_MP_UNI 20 COACH_ROA_RUGGED 10
END_POP_SCHEDULE
////////////////////////////////////////////////////////////////////////////////////


POP_SCHEDULE:
////////////HRT///
TRAFFIC_EMERALD_RANCH_MAIN_SCHEDULE
// Weekday
//
// #MaxCars #Spacing #prkdcrs #lowprkdcrs #MaxScenVehs #MaxPreAssignedParked
///////////////////////////
//EARLY 	00:00 - 06:00//
/////////////////////////////EARLY 	00:00 - 06:00//
///////////////////////////
    00       00       05       00          20           00 cars HORSE_VAL 30 COACH_VAL_PASSENGER 70
    00       00       05       00          20           00 cars HORSE_VAL 30 COACH_VAL_PASSENGER 70
    08       40       05       00          20           00 cars HORSE_VAL 30 COACH_VAL_PASSENGER 70
///////////////////////////
//MORNING	06:00 - 10:00//
///////////////////////////
    25       60       05       00          20           00 cars HORSE_VAL 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
    50       75       05       00          20           00 cars HORSE_VAL 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
///////////////////////////
//DAY		10:00 - 20:00//
///////////////////////////
    50      100       05       00          20           00 cars HORSE_VAL 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
    50      100       05       00          20           00 cars HORSE_VAL 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
    50      100       05       00          20           00 cars HORSE_VAL 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
    50      100       05       00          20           00 cars HORSE_VAL 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
    50      100       05       00          20           00 cars HORSE_VAL 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
///////////////////////////
//NIGHT		20:00 - 00:00//
///////////////////////////
    25       60       05       00          20           00 cars HORSE_VAL 30 COACH_VAL_PASSENGER 70
    08       40       05       00          20           00 cars HORSE_VAL 30 COACH_VAL_PASSENGER 70
END_POP_SCHEDULE
////////////////////////////////////////////////////////////////////////////////////

POP_SCHEDULE:
////////////HRT///
TRAFFIC_EMERALD_RANCH_MAIN_SCHEDULE_MP
// Weekday
//
// #MaxCars #Spacing #prkdcrs #lowprkdcrs #MaxScenVehs #MaxPreAssignedParked
///////////////////////////
//EARLY 	00:00 - 06:00//
/////////////////////////////EARLY 	00:00 - 06:00//
///////////////////////////
    00       00       05       00          20           00 cars HORSE_VAL_MP 30 COACH_VAL_PASSENGER 70
    00       00       05       00          20           00 cars HORSE_VAL_MP 30 COACH_VAL_PASSENGER 70
    08       40       05       00          20           00 cars HORSE_VAL_MP 30 COACH_VAL_PASSENGER 70
///////////////////////////
//MORNING	06:00 - 10:00//
///////////////////////////
    25       60       05       00          20           00 cars HORSE_VAL_MP 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
    35       75       05       00          20           00 cars HORSE_VAL_MP 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
///////////////////////////
//DAY		10:00 - 20:00//
///////////////////////////
    35      100       05       00          20           00 cars HORSE_VAL_MP 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
    35      100       05       00          20           00 cars HORSE_VAL_MP 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
    35      100       05       00          20           00 cars HORSE_VAL_MP 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
    35      100       05       00          20           00 cars HORSE_VAL_MP 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
    35      100       05       00          20           00 cars HORSE_VAL_MP 50 COACH_VAL_SMALL 15 COACH_VAL_RUGGED 20 COACH_VAL_PASSENGER 15
///////////////////////////
//NIGHT		20:00 - 00:00//
///////////////////////////
    25       60       05       00          20           00 cars HORSE_VAL_MP 30 COACH_VAL_PASSENGER 70
    08       40       05       00          20           00 cars HORSE_VAL_MP 30 COACH_VAL_PASSENGER 70
END_POP_SCHEDULE
////////////////////////////////////////////////////////////////////////////////////


POP_SCHEDULE:
////////////SCM///
TRAFFIC_RHODES_MAIN_SCHEDULE
// Weekday
//
// #MaxCars #Spacing #prkdcrs #lowprkdcrs #MaxScenVehs #MaxPreAssignedParked
///////////////////////////
//EARLY 	00:00 - 06:00//
///////////////////////////
    20       25       08       00          20           12 cars HORSE_RHO_AVERAGE 20 COACH_RHO_PASSENGER 80
    20       25       08       00          20           12 cars HORSE_RHO_AVERAGE 20 COACH_RHO_PASSENGER 80
    20       25       08       00          20           12 cars HORSE_RHO_AVERAGE 20 COACH_RHO_PASSENGER 80
///////////////////////////
//MORNING	06:00 - 10:00//
///////////////////////////
    50       50       08       00          20           12 cars HORSE_RHO_AVERAGE 30 HORSE_RHO_POSH 10 COACH_RHO_SMALL 20 COACH_RHO_RUGGED 20 COACH_RHO_PASSENGER 20
    75       75       08       00          20           12 cars HORSE_RHO_AVERAGE 30 HORSE_RHO_POSH 10 COACH_RHO_SMALL 20 COACH_RHO_RUGGED 20 COACH_RHO_PASSENGER 20
///////////////////////////
//DAY		10:00 - 20:00//
///////////////////////////
   100      100       08       00          20           12 cars HORSE_RHO_AVERAGE 30 HORSE_RHO_POSH 10 COACH_RHO_SMALL 20 COACH_RHO_RUGGED 20 COACH_RHO_PASSENGER 20
   100      100       08       00          20           12 cars HORSE_RHO_AVERAGE 30 HORSE_RHO_POSH 10 COACH_RHO_SMALL 20 COACH_RHO_RUGGED 20 COACH_RHO_PASSENGER 20
   100      100       08       00          20           12 cars HORSE_RHO_AVERAGE 30 HORSE_RHO_POSH 10 COACH_RHO_SMALL 20 COACH_RHO_RUGGED 20 COACH_RHO_PASSENGER 20
   100      100       08       00          20           12 cars HORSE_RHO_AVERAGE 30 HORSE_RHO_POSH 10 COACH_RHO_SMALL 20 COACH_RHO_RUGGED 20 COACH_RHO_PASSENGER 20
    75       75       08       00          20           12 cars HORSE_RHO_AVERAGE 20 COACH_RHO_PASSENGER 80
///////////////////////////
//NIGHT		20:00 - 00:00//
///////////////////////////
    50       50       08       00          20           12 cars HORSE_RHO_AVERAGE 20 COACH_RHO_PASSENGER 80
    20       25       08       00          20           12 cars HORSE_RHO_AVERAGE 20 COACH_RHO_PASSENGER 80
END_POP_SCHEDULE
////////////////////////////////////////////////////////////////////////////////////

POP_SCHEDULE:
////////////SCM///
TRAFFIC_RHODES_MAIN_SCHEDULE_MP
// Weekday
//
// #MaxCars #Spacing #prkdcrs #lowprkdcrs #MaxScenVehs #MaxPreAssignedParked
///////////////////////////
//EARLY 	00:00 - 06:00//
///////////////////////////
    20       25       08       00          20           12 cars HORSE_RHO_AVERAGE_MP 20 COACH_RHO_PASSENGER 80
    20       25       08       00          20           12 cars HORSE_RHO_AVERAGE_MP 20 COACH_RHO_PASSENGER 80
    20       25       08       00          20           12 cars HORSE_RHO_AVERAGE_MP 20 COACH_RHO_PASSENGER 80
///////////////////////////
//MORNING	06:00 - 10:00//
///////////////////////////
    50       50       08       00          20           12 cars HORSE_RHO_AVERAGE_MP 30 HORSE_RHO_POSH_MP 10 COACH_RHO_SMALL 20 COACH_RHO_RUGGED 20 COACH_RHO_PASSENGER 20
    75       75       08       00          20           12 cars HORSE_RHO_AVERAGE_MP 30 HORSE_RHO_POSH_MP 10 COACH_RHO_SMALL 20 COACH_RHO_RUGGED 20 COACH_RHO_PASSENGER 20
///////////////////////////
//DAY		10:00 - 20:00//
///////////////////////////
   100      100       08       00          20           12 cars HORSE_RHO_AVERAGE_MP 30 HORSE_RHO_POSH_MP 10 COACH_RHO_SMALL 20 COACH_RHO_RUGGED 20 COACH_RHO_PASSENGER 20
   100      100       08       00          20           12 cars HORSE_RHO_AVERAGE_MP 30 HORSE_RHO_POSH_MP 10 COACH_RHO_SMALL 20 COACH_RHO_RUGGED 20 COACH_RHO_PASSENGER 20
   100      100       08       00          20           12 cars HORSE_RHO_AVERAGE_MP 30 HORSE_RHO_POSH_MP 10 COACH_RHO_SMALL 20 COACH_RHO_RUGGED 20 COACH_RHO_PASSENGER 20
   100      100       08       00          20           12 cars HORSE_RHO_AVERAGE_MP 30 HORSE_RHO_POSH_MP 10 COACH_RHO_SMALL 20 COACH_RHO_RUGGED 20 COACH_RHO_PASSENGER 20
    75       75       08       00          20           12 cars HORSE_RHO_AVERAGE_MP 20 COACH_RHO_PASSENGER 80
///////////////////////////
//NIGHT		20:00 - 00:00//
///////////////////////////
    50       50       08       00          20           12 cars HORSE_RHO_AVERAGE_MP 20 COACH_RHO_PASSENGER 80
    20       25       08       00          20           12 cars HORSE_RHO_AVERAGE_MP 20 COACH_RHO_PASSENGER 80
END_POP_SCHEDULE
////////////////////////////////////////////////////////////////////////////////////


POP_SCHEDULE:
////////////STD///
TRAFFIC_ST_DENIS_MAIN_SCHEDULE
// Weekday
//
// #MaxCars #Spacing #prkdcrs #lowprkdcrs #MaxScenVehs #MaxPreAssignedParked
///////////////////////////
//EARLY 	00:00 - 06:00//
///////////////////////////
   100       25       20       00          60            1 cars HORSE_SDN 50 COACH_SDN_SMALL_POSH 25 COACH_SDN_LARGE 25
   100       35       20       00          60            1 cars HORSE_SDN 50 COACH_SDN_SMALL_POSH 25 COACH_SDN_LARGE 25
   100       50       15       00          60            1 cars HORSE_SDN 50 COACH_SDN_SMALL_POSH 25 COACH_SDN_LARGE 25
///////////////////////////
//MORNING	06:00 - 10:00//
///////////////////////////
   100       75       13       00          60            1 cars HORSE_SDN 12 HORSE_SDN_POSH 10 COACH_SDN_SMALL_POSH 30 COACH_SDN_SMALL_UTILITY 30 COACH_SDN_LARGE 18
   100       85       12       00          60            1 cars HORSE_SDN 12 HORSE_SDN_POSH 10 COACH_SDN_SMALL_POSH 30 COACH_SDN_SMALL_UTILITY 30 COACH_SDN_LARGE 18
///////////////////////////
//DAY		10:00 - 20:00//
///////////////////////////
   100       90       12       00          60            1 cars HORSE_SDN 12 HORSE_SDN_POSH 10 COACH_SDN_SMALL_POSH 30 COACH_SDN_SMALL_UTILITY 30 COACH_SDN_LARGE 18
   100       90       12       00          60            1 cars HORSE_SDN 12 HORSE_SDN_POSH 10 COACH_SDN_SMALL_POSH 30 COACH_SDN_SMALL_UTILITY 30 COACH_SDN_LARGE 18
